Date,Close,F1M_Return
2018-01-02,238.56878662109375,-0.004092845441886039
2018-01-03,240.0776824951172,-0.04747284671385321
2018-01-04,241.08956909179688,-0.037222296694579216
2018-01-05,242.6962432861328,-0.029551834192049098
2018-01-08,243.1400909423828,-0.02891380670120025
2018-01-09,243.69033813476562,-0.018029753626845557
2018-01-10,243.31756591796875,-0.003976280034064805
2018-01-11,245.0928497314453,-0.01090148081809672
2018-01-12,246.69061279296875,-0.023460090222647056
2018-01-16,245.84725952148438,-0.024984536222602882
2018-01-17,248.19061279296875,-0.03293840552534144
2018-01-18,247.7734832763672,-0.015870099937289384
2018-01-19,248.90069580078125,-0.008951348323891994
2018-01-22,250.92459106445312,-0.029219207236128808
2018-01-23,251.45712280273438,-0.04108864022159908
2018-01-24,251.35952758789062,-0.054664823823666886
2018-01-25,251.46595764160156,-0.05019389173822231
2018-01-26,254.37738037109375,-0.050212538321321554
2018-01-29,252.6909637451172,-0.04145001722487229
2018-01-30,250.09910583496094,-0.031871459647802025
2018-01-31,250.22332763671875,-0.027669313472169277
2018-02-01,249.9392547607422,-0.009624042560634427
2018-02-02,244.49815368652344,0.0111451161739331
2018-02-05,234.27259826660156,0.048460040060471776
2018-02-06,238.88833618164062,0.02292539001235716
2018-02-07,237.5923614501953,0.027384434237482047
2018-02-08,228.68051147460938,0.06857972272410806
2018-02-09,232.11566162109375,0.03852147117144611
2018-02-12,235.5241241455078,0.025232731006551212
2018-02-13,236.1099853515625,0.020726000704162306
2018-02-14,239.29666137695312,-0.01804235103152252
2018-02-15,242.35006713867188,-0.051080505814708244
2018-02-16,242.4209747314453,-0.025404063282995604
2018-02-20,240.90322875976562,-0.03594812309275608
2018-02-21,239.7048797607422,-0.0339910775140253
2018-02-22,240.01560974121094,-0.022914731231050478
2018-02-23,243.84129333496094,-0.0590034043614599
2018-02-26,246.67269897460938,-0.0578821821827642
2018-02-27,243.5927734375,-0.03576293953631948
2018-02-28,241.12509155273438,-0.018207517427444753
2018-03-01,237.61900329589844,-0.025923996373373503
2018-03-02,238.84390258789062,-0.026143441773057163
2018-03-05,241.6044464111328,-0.021963094241056247
2018-03-06,242.2169189453125,-0.029550152930012064
2018-03-07,242.12808227539062,-0.02120706781262993
2018-03-08,243.29981994628906,-0.02877829816022015
2018-03-09,247.53382873535156,-0.03754203221882957
2018-03-12,247.22311401367188,-0.026022875921474897
2018-03-13,245.62545776367188,-0.018961739570151792
2018-03-14,244.3649444580078,-0.01937138882580447
2018-03-15,244.09869384765625,-0.0266263855817237
2018-03-16,244.3633575439453,-0.02782630121757046
2018-03-19,241.05709838867188,-0.027764607969227306
2018-03-20,241.467041015625,-0.027016040155745547
2018-03-21,241.00360107421875,-0.015234881805033296
2018-03-22,234.97918701171875,0.010960417403157896
